scenario,run_id,raw_loss_reduction,raw_gain,ema_gain,compute,system,peak_memory,source_folder
SP,SP_075_P020,-0.03612538814544686,1.3333333333333286,0.6666666666666572,30.21936591831036,31.205791127402335,3532294144,/home/pc/data/PEFT-method/STPFT/result/a2_v2_cub_seed42_104800/01_dual_pair_scan/SP_075_P020
SP,SP_075_P005,-0.05021183808644614,1.8333333333333286,1.1666666666666572,30.389299205271527,31.403703385964036,3470774272,/home/pc/data/PEFT-method/STPFT/result/a2_v2_cub_seed42_104800/01_dual_pair_scan/SP_075_P005
SP,SP_050_P020,-0.0578354215621949,1.0,0.6666666666666572,29.650553739862517,30.769622168387286,2699961856,/home/pc/data/PEFT-method/STPFT/result/a2_v2_cub_seed42_104800/01_dual_pair_scan/SP_050_P020
SP,SP_050_P005,-0.08801564693450936,1.8333333333333286,1.5,30.296865719836205,31.293963994598016,2638441984,/home/pc/data/PEFT-method/STPFT/result/a2_v2_cub_seed42_104800/01_dual_pair_scan/SP_050_P005
TP,TP_070_P020,-0.06498565514882415,1.1666666666666572,0.3333333333333286,27.09622894169297,28.182599145104177,3571338240,/home/pc/data/PEFT-method/STPFT/result/a2_v2_cub_seed42_104800/01_dual_pair_scan/TP_070_P020
TP,TP_070_P005,-0.06423008759816495,1.1666666666666572,1.6666666666666572,27.425001634750515,28.386568848975003,3509818368,/home/pc/data/PEFT-method/STPFT/result/a2_v2_cub_seed42_104800/01_dual_pair_scan/TP_070_P005
TP,TP_040_P020,-0.1018875900904338,0.3333333333333286,0.3333333333333286,29.643043213989586,30.744978681206703,2869989376,/home/pc/data/PEFT-method/STPFT/result/a2_v2_cub_seed42_104800/01_dual_pair_scan/TP_040_P020
TP,TP_040_P005,-0.09621219793955493,0.6666666666666572,0.0,29.046818768722005,30.19324619753752,2808469504,/home/pc/data/PEFT-method/STPFT/result/a2_v2_cub_seed42_104800/01_dual_pair_scan/TP_040_P005
