run_id,sample_ratio,token_ratio,p_density,genuine_stp,raw_val_loss_reduction,raw_top1_gain,ema_top1_gain,calibrated_compute_cost,calibrated_system_cost,matched_partial_run,matched_partial_cost,matched_partial_gain,frontier_lift,primary_verdict
STP_075_070_P020,0.75,0.7,0.02,True,-0.08348457813262944,1.1666666666666572,0.6666666666666572,449.9245475337375,469.3525591486832,P020,448.80329646577593,-0.033509446779886876,-0.04997513135274256,DOMINATED_BY_PARTIAL
STP_075_070_P010,0.75,0.7,0.01,True,-0.06696082909901946,1.1666666666666572,0.5,449.3133999730344,468.43471586180385,P020,448.80329646577593,-0.033509446779886876,-0.03345138231913258,DOMINATED_BY_PARTIAL
STP_075_070_P005,0.75,0.7,0.005,True,-0.0630578184127808,0.3333333333333286,0.5,449.0988194177044,468.2194176485064,P020,448.80329646577593,-0.033509446779886876,-0.02954837163289392,DOMINATED_BY_PARTIAL
STP_050_070_P020,0.5,0.7,0.02,True,-0.11648883024851486,0.5,0.5,449.7329104261008,469.206734263862,P020,448.80329646577593,-0.033509446779886876,-0.08297938346862799,DOMINATED_BY_PARTIAL
STP_050_070_P010,0.5,0.7,0.01,True,-0.07231084664662679,1.8333333333333286,1.3333333333333286,449.96070123394014,469.24123207369115,P020,448.80329646577593,-0.033509446779886876,-0.038801399866739916,DOMINATED_BY_PARTIAL
STP_050_070_P005,0.5,0.7,0.005,True,-0.09639994462331136,1.1666666666666572,0.1666666666666572,450.61207426129835,470.3319176885998,P020,448.80329646577593,-0.033509446779886876,-0.06289049784342449,DOMINATED_BY_PARTIAL
