genuine_stp,run_id,raw_val_loss_reduction,raw_top1_gain,ema_top1_gain,compute,system,peak_memory,source_folder
True,STP_075_070_P020,-0.08348457813262944,1.1666666666666572,0.6666666666666572,32.48215222067665,33.59425869875122,2961313792,/home/pc/data/PEFT-method/STPFT/result/a3_cub_seed42_171142/03_stp/STP_075_070_P020
True,STP_075_070_P010,-0.06696082909901946,1.1666666666666572,0.5,31.88852301123552,32.824168769060634,2920284160,/home/pc/data/PEFT-method/STPFT/result/a3_cub_seed42_171142/03_stp/STP_075_070_P010
True,STP_075_070_P005,-0.0630578184127808,0.3333333333333286,0.5,29.609732616809197,30.687840815866366,2899793920,/home/pc/data/PEFT-method/STPFT/result/a3_cub_seed42_171142/03_stp/STP_075_070_P005
True,STP_050_070_P020,-0.11648883024851486,0.5,0.5,30.553161685937084,31.621805408620276,2302408704,/home/pc/data/PEFT-method/STPFT/result/a3_cub_seed42_171142/03_stp/STP_050_070_P020
True,STP_050_070_P010,-0.07231084664662679,1.8333333333333286,1.3333333333333286,32.300850934698246,33.318731634528376,2261379072,/home/pc/data/PEFT-method/STPFT/result/a3_cub_seed42_171142/03_stp/STP_050_070_P010
True,STP_050_070_P005,-0.09639994462331136,1.1666666666666572,0.1666666666666572,27.867549471673556,28.78392503084615,2240888832,/home/pc/data/PEFT-method/STPFT/result/a3_cub_seed42_171142/03_stp/STP_050_070_P005
