run_id,axis,ratio_or_density,seed,candidate_samples,selected_samples,actual_sample_ratio,original_tokens,retained_tokens,mean_retained_patch_tokens_per_sample,nominal_density,g_coordinates,h_coordinates,g_h_intersection,u_coordinates,dense_coordinates,actual_sparse_update_ratio,actual_total_update_ratio,optimizer_updates,amp_skipped_steps,g_selection_seconds,h_selection_seconds,final_diag_raw_top1,final_diag_ema_top1,final_diag_loss,final_diag_ema_loss,total_process_wallclock,train_compute_seconds,data_wait_seconds,train_system_seconds,forward_seconds,backward_seconds,optimizer_seconds,peak_memory_allocated,peak_memory_reserved,source_folder,normalized_compute_cost,normalized_system_cost,system_cost_saved,compute_cost_saved
P010,P,0.01,42,161280,161280,1.0,31610880,31610880,196.0,0.01,4307692770,4307692770,3533886621,5081498919,1196347944,0.011802885227402745,0.014541280317618652,5034,6,11.674087504282591,18.45751126705109,87.33333333333333,87.33333333333333,0.7622626399993897,0.7625900332132975,878.1790997589706,650.6578061576001,16.191185339936055,666.8489914975362,84.89424234199532,186.5585124454507,358.93806790226665,4549782528,5068816384,/home/pc/data/PEFT-method/STPFT/result/m1_1a_cub_seed42_20260909_161119/runs/P010,1.911342399533103,1.866692635611371,-0.8666926356113711,-0.9113423995331029
P005,P,0.005,42,161280,161280,1.0,31610880,31610880,196.0,0.005,2153846385,2153846385,1767113048,2540579722,1196347944,0.005901048361481069,0.008655788187226192,5034,6,11.668715060561889,13.75836135868545,88.33333333333333,88.16666666666667,0.7677906545003256,0.7681219259897868,944.116561233066,696.9611148842378,17.196139076258987,714.1572539604967,82.89350785732215,185.95564054298444,395.0132643846862,4385760256,4896849920,/home/pc/data/PEFT-method/STPFT/result/m1_1a_cub_seed42_20260909_161119/runs/P005,2.047360866337537,1.9991213957491971,-0.9991213957491971,-1.047360866337537
P0025,P,0.0025,42,161280,161280,1.0,31610880,31610880,196.0,0.0025,1076860230,1076860230,882260533,1271459927,1196347944,0.0029538286888930983,0.005717281221567864,5033,7,12.038753669500371,9.878181618139127,87.66666666666667,87.5,0.7670945898691813,0.7671039772033691,864.7256291590165,658.5067759348312,15.41841441753786,673.9251903523691,85.39295952796995,189.3938346252447,359.76377982711733,4313865216,4821352448,/home/pc/data/PEFT-method/STPFT/result/m1_1a_cub_seed42_20260909_161119/runs/P0025,1.9343991715965458,1.8865008507528154,-0.8865008507528154,-0.9343991715965458
T040,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,13.539425204973668,0.7300899781985208,14.269515183172189,3.6945640773773185,6.585120910644534,2.030762403488158,,,,1.0910760182791024,1.102455807409494,,
T055,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,12.937049586325884,0.5259763672947884,13.463025953620672,3.4959974670410157,6.303896986007692,1.9227255716323852,,,,1.0425335150669865,1.040146841525299,,
P020,,,,,,,,,,,,,,,,,,,0,0.4106830714046956,0.8164070758782324,,,,,,25.303924659849145,0.5176118573872373,25.82153651723638,2.9132450933456404,6.962983856201173,14.325438858032228,,,,2.0391194564567403,1.9949593608642266,,
P005,,,,,,,,,,,,,,,,,,,0,0.41722732740640633,0.49953862423636003,,,,,,25.110399097320624,0.5532250058604404,25.663624103181064,2.9526879920959463,6.6673180675506645,14.36121218872071,,,,2.0235241784444002,1.9827591245070277,,
P010,,,,,,,,,,,,,,,,,,,0,0.40564361591637127,0.6432010525688526,,,,,,22.543087366502732,0.49794645386282355,23.041033820365556,2.8903548192977917,6.341714435577393,12.238155582427979,,,,1.8166370899206552,1.7801390739565146,,
S075,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,15.531242756755091,0.44495685619767755,15.976199612952769,2.879042072296141,6.065286233901976,1.6056068506240835,,,,1.2515868472571137,1.2343134169270082,,
S050,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,16.09100005426444,0.5226348291616887,16.61363488342613,2.8059447355270386,6.806479078292847,1.531718592643738,,,,1.296694948533438,1.2835613561008445,,
FULL,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,11.652542594820261,0.37691573495976627,12.029458329780027,2.990957918167114,5.717561285018921,1.7593837194442739,,,,0.9390213827182078,0.929390103687342,,
T085,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,12.770010351203382,0.46994984499178827,13.23996019619517,3.3957482624053963,6.356729015350341,1.8088716154098516,,,,1.0290726405619968,1.0229128895268491,,
P0025,,,,,,,,,,,,,,,,,,,0,0.40807020772993574,0.343931648110971,,,,,,22.458369909087196,0.4848218532279134,22.94319176231511,2.884118279457095,6.557213256835939,11.94796183013916,,,,1.8098101246162699,1.7725798441072893,,
T070,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,12.467220749589615,0.4928829324198887,12.960103682009503,3.2972836780548103,6.14743332862854,1.8439051837921148,,,,1.0046723083541194,1.0012913112640354,,
S025,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,,,,15.929703113157302,0.49162415973842144,16.421327272895724,2.9617480068206783,6.319535352706912,1.6274075212478634,,,,1.2836968174016137,1.268703763581632,,
P050,,,,,,,,,,,,,,,,,,,0,0.40277471986413005,0.7619868092238907,,,,,,23.175864865770563,0.42131066287402064,23.597175528644584,2.92173804473877,6.47881421470642,12.696283203125006,,,,1.8676295319117773,1.8231063120276365,,
FULL,full,1.0,,,,,,,,,,,,,,,,,,,,,,,,,13.931970109813847,1.2466736793285236,15.17864378914237,3.942253362655639,6.842981716156008,2.1322009935379027,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/FULL,,,,
S075,S,0.75,,,,,,,,,,,,,,,,,,,,,,,,,17.051894637639634,0.939341465360485,17.99123610300012,3.195795289993284,6.6239040622711185,1.7622304625511176,4132118528,4483710976,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/S075,,,,
S050,S,0.5,,,,,,,,,,,,,,,,,,,,,,,,,17.494302333332598,1.208062172634527,18.702364505967125,3.0459928245544456,7.285453945159913,1.6867030706405646,3301537280,3661627392,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/S050,,,,
S025,S,0.25,,,,,,,,,,,,,,,,,,,,,,,,,18.455519194714725,1.1832169317640364,19.63873612647876,3.3986505575180037,7.287747802734369,1.9750275559425359,2468701696,2690646016,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/S025,,,,
T070,T,0.7,,,,,,,,,,,,,,,,,,,,,,,,,14.187350716791116,1.1011412522057071,15.288491968996823,4.077316328048706,7.086832973480222,2.0668932809829714,4171608064,4697620480,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/T070,,,,
T040,T,0.4,,,,,,,,,,,,,,,,,,,,,,,,,13.701149523607455,1.1116308991331607,14.812780422740616,3.8806434507369993,6.700025545120241,2.049148443222047,3471575552,4047503360,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/T040,,,,
P020,P,0.02,,,,,,,,,,,,,,,,,,,,,,,,,26.738272730610333,0.9729121858254075,27.71118491643574,3.4346574115753175,7.445383621215819,15.032744003295898,4365629440,4880072704,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/P020,,,,
P005,P,0.005,,,,,,,,,,,,,,,,,,,,,,,,,25.243227028520778,0.9871779896784574,26.230405018199235,3.396952547073364,7.073183002471923,13.82345471954347,4273349632,4777312256,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/P005,,,,
P0025,P,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,27.201836315682158,0.9731448356760666,28.174981151358224,3.439413671493529,8.171802383422854,14.76605101394653,4257943552,4760535040,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/P0025,,,,
FULL,full,1.0,,,,,,,,,,,,,,,,,,,,,,,,,13.658797440351918,0.9663119085598737,14.625109348911792,3.8543876838684072,6.771923503875732,2.0882894401550285,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/FULL,,,,
S075,S,0.75,,,,,,,,,,,,,,,,,,,,,,,,,16.908213581540622,0.9330149916931987,17.84122857323382,2.965821574211119,6.800172897338867,1.662946499824525,4132118528,4483710976,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/S075,,,,
S050,S,0.5,,,,,,,,,,,,,,,,,,,,,,,,,18.715051537379622,1.0217599291354418,19.736811466515064,3.4459916114807125,7.467498098373413,2.012781860351563,3301537280,3661627392,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/S050,,,,
S025,S,0.25,,,,,,,,,,,,,,,,,,,,,,,,,16.932763109798543,0.9938446671003476,17.92660777689889,3.0938605833053594,6.453292478561406,1.7971017951965338,2468701696,2690646016,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/S025,,,,
T070,T,0.7,,,,,,,,,,,,,,,,,,,,,,,,,13.691001192783006,0.9024339483585209,14.593435141141526,3.8510052556991567,6.811651662826536,1.9679406375884996,4171608064,4697620480,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/T070,,,,
T040,T,0.4,,,,,,,,,,,,,,,,,,,,,,,,,14.4712859087158,0.8763524602400139,15.347638368955813,4.225853341102602,7.066892675399776,2.20226345062256,3471575552,4047503360,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/T040,,,,
P020,P,0.02,,,,,,,,,,,,,,,,,,,,,,,,,26.324514581472613,1.213051559170708,27.53756614064332,3.4046536064147923,7.492310461044312,14.571805076599126,4324524032,4838129664,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/P020,,,,
P005,P,0.005,,,,,,,,,,,,,,,,,,,,,,,,,26.679705683607608,1.0345914798090234,27.71429716341663,3.434019824981688,7.4732118072509754,14.798947433471689,4263004160,4766826496,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/P005,,,,
P0025,P,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,27.844199982704595,1.1209832542808726,28.965183236985467,3.473946083068848,7.920633523941041,15.53662219238282,4252733440,4754243584,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/P0025,,,,
FULL,full,1.0,,,,,,,,,,,,,,,,,,,,,,,,,13.807254833402112,0.8298449619906023,14.637099795392714,3.9583616161346433,6.7561497459411655,2.127239337921142,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/FULL,,,,
S075,S,0.75,,,,,,,,,,,,,,,,,,,,,,,,,17.280521997599863,0.9389630997320637,18.219485097331926,3.054877951622011,6.998335048675535,1.7262261443138105,4132118528,4483710976,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/S075,,,,
S050,S,0.5,,,,,,,,,,,,,,,,,,,,,,,,,17.427676893072203,0.9212527817580849,18.348929674830288,3.0478865947723377,7.315007484436033,1.6958581800460806,3301537280,3661627392,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/S050,,,,
S025,S,0.25,,,,,,,,,,,,,,,,,,,,,,,,,17.836972817895003,0.8526157533051446,18.689588571200147,3.2759041881561277,7.160842569351191,1.8703954823017115,2468701696,2690646016,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/S025,,,,
T070,T,0.7,,,,,,,,,,,,,,,,,,,,,,,,,14.343005109229125,0.8521433286368847,15.19514843786601,4.041904825210571,7.118862476348879,2.0916308164596566,4171608064,4697620480,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/T070,,,,
T040,T,0.4,,,,,,,,,,,,,,,,,,,,,,,,,13.625291835167445,1.0280156054068357,14.653307440574281,3.9358252449035667,6.627901004791255,2.074726395130158,3471575552,4047503360,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/T040,,,,
P020,P,0.02,,,,,,,,,,,,,,,,,,,,,,,,,25.45273222459946,0.9675324213458225,26.42026464594528,3.377639579772949,6.981618003845218,14.301720645904538,4324524032,4838129664,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/P020,,,,
P005,P,0.005,,,,,,,,,,,,,,,,,,,,,,,,,25.171595724648796,0.957707988913171,26.129303713561967,3.3493804092407236,7.383264225006103,13.522419563293456,4263004160,4766826496,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/P005,,,,
P0025,P,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,28.00443695753347,1.0648155366070569,29.069252494140528,3.495865758895875,8.403052673339841,15.240645481109619,4252733440,4754243584,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/P0025,,,,
