run_id,axis,ratio_or_density,epoch,successful_updates,diag_raw_top1,diag_ema_top1,diag_val_loss,cumulative_train_compute_seconds,cumulative_train_system_seconds,cumulative_data_wait_seconds,candidate_samples_cumulative,selected_samples_cumulative,retained_tokens_cumulative,g_coordinates_mean,h_coordinates_mean,u_coordinates_mean,peak_memory_allocated,peak_memory_reserved
S075,S,0.75,29,4864,86.83333333333333,86.83333333333333,0.8590245501200358,428.6400193924783,444.4217517260695,15.781732333591208,155872.0,116904.0,22913184,0.0,0.0,0.0,0,0
S075,S,0.75,30,5032,86.66666666666667,87.0,0.8583603477478028,443.4841968019027,459.7804769312497,16.296280129346997,161248.0,120936.0,23703456,0.0,0.0,0.0,0,0
S050,S,0.5,1,162,0.0,0.0,6.7634913380940755,16.655968692153692,17.166332922060974,0.5103642299072817,5344.0,2672.0,523712,0.0,0.0,0.0,0,0
S050,S,0.5,2,330,57.833333333333336,39.0,1.7121650250752767,31.619375420035794,32.581022788537666,0.9616473685018718,10720.0,5360.0,1050560,0.0,0.0,0.0,0,0
S050,S,0.5,3,498,72.0,79.5,1.111336088180542,46.41904160694685,47.87250851211138,1.4534669051645324,16096.0,8048.0,1577408,0.0,0.0,0.0,0,0
S050,S,0.5,4,666,75.66666666666667,85.16666666666667,1.0363327566782634,61.62755142606329,63.58940658264328,1.9618551565799862,21472.0,10736.0,2104256,0.0,0.0,0.0,0,0
S050,S,0.5,5,834,75.66666666666667,84.5,0.9593817202250162,76.04404290148523,78.51660062628798,2.472557724802755,26848.0,13424.0,2631104,0.0,0.0,0.0,0,0
S050,S,0.5,6,1002,78.0,84.66666666666667,0.9499322954813639,90.95636013243347,93.95434333488811,2.997983202454634,32224.0,16112.0,3157952,0.0,0.0,0.0,0,0
S050,S,0.5,7,1170,79.16666666666667,86.16666666666667,0.8464707660675049,106.72263248986565,110.43892558733933,3.716293097473681,37600.0,18800.0,3684800,0.0,0.0,0.0,0,0
S050,S,0.5,8,1338,80.66666666666667,86.5,0.8244315719604492,120.67581823887303,124.94856214441825,4.272743905545212,42976.0,21488.0,4211648,0.0,0.0,0.0,0,0
S050,S,0.5,9,1506,81.0,86.66666666666667,0.8738357877731323,135.81119326280896,140.57627456332557,4.765081300516613,48352.0,24176.0,4738496,0.0,0.0,0.0,0,0
S050,S,0.5,10,1674,79.66666666666667,85.0,0.8899603096644083,150.1474588275887,155.42134182329755,5.2738829957088456,53728.0,26864.0,5265344,0.0,0.0,0.0,0,0
S050,S,0.5,11,1842,80.33333333333333,84.83333333333333,0.893090230623881,164.200271461159,169.9803425639402,5.780071102781221,59104.0,29552.0,5792192,0.0,0.0,0.0,0,0
S050,S,0.5,12,2010,81.33333333333333,84.33333333333333,0.8402224985758463,179.03914528165478,185.3071027690312,6.267957487376407,64480.0,32240.0,6319040,0.0,0.0,0.0,0,0
S050,S,0.5,13,2178,83.33333333333333,84.16666666666667,0.8778719933827718,192.84918640193064,199.5804895957699,6.731303193839267,69856.0,34928.0,6845888,0.0,0.0,0.0,0,0
S050,S,0.5,14,2346,83.33333333333333,84.16666666666667,0.7990340789159139,211.2381164955441,218.57740280299913,7.3392863074550405,75232.0,37616.0,7372736,0.0,0.0,0.0,0,0
S050,S,0.5,15,2514,83.33333333333333,85.16666666666667,0.8461982107162476,228.4320728260791,236.29273059335537,7.86065776727628,80608.0,40304.0,7899584,0.0,0.0,0.0,0,0
S050,S,0.5,16,2682,84.5,85.66666666666667,0.8310115973154704,243.33954438299406,251.74757772160228,8.40803333860822,85984.0,42992.0,8426432,0.0,0.0,0.0,0,0
S050,S,0.5,17,2850,83.83333333333333,85.66666666666667,0.8347657521565756,258.91502735426184,267.83009934669826,8.915071992436424,91360.0,45680.0,8953280,0.0,0.0,0.0,0,0
S050,S,0.5,18,3018,82.16666666666667,85.83333333333333,0.8807367833455404,274.4743158080382,284.10170259932056,9.627386791282333,96736.0,48368.0,9480128,0.0,0.0,0.0,0,0
S050,S,0.5,19,3186,84.5,85.33333333333333,0.8901930475234985,290.41587768355384,300.6658431085525,10.249965424998663,102112.0,51056.0,10006976,0.0,0.0,0.0,0,0
S050,S,0.5,20,3354,83.5,85.16666666666667,0.8799163961410522,305.1597244698787,316.11054408736527,10.950819617486559,107488.0,53744.0,10533824,0.0,0.0,0.0,0,0
S050,S,0.5,21,3522,84.0,84.83333333333333,0.8680516767501831,321.2288549108198,332.69870220997836,11.469847299158573,112864.0,56432.0,11060672,0.0,0.0,0.0,0,0
S050,S,0.5,22,3690,83.0,84.83333333333333,0.8808895492553711,334.7420921608573,346.942000139039,12.199907978181727,118240.0,59120.0,11587520,0.0,0.0,0.0,0,0
S050,S,0.5,23,3858,84.66666666666667,83.83333333333333,0.9026267941792806,350.0704911422217,362.9282425927231,12.857751450501382,123616.0,61808.0,12114368,0.0,0.0,0.0,0,0
S050,S,0.5,24,4026,84.33333333333333,84.16666666666667,0.8771574147542318,365.2772521630395,378.7912444357062,13.513992272666655,128992.0,64496.0,12641216,0.0,0.0,0.0,0,0
S050,S,0.5,25,4194,85.66666666666667,85.33333333333333,0.8429889106750488,380.89279956172686,395.1784222944407,14.285622732713819,134368.0,67184.0,13168064,0.0,0.0,0.0,0,0
S050,S,0.5,26,4362,85.66666666666667,85.66666666666667,0.8533788363138834,395.70907713938504,410.73108258412685,15.022005444741808,139744.0,69872.0,13694912,0.0,0.0,0.0,0,0
S050,S,0.5,27,4530,84.66666666666667,85.0,0.8590380064646403,410.73868420382496,426.5209812807152,15.782297076890245,145120.0,72560.0,14221760,0.0,0.0,0.0,0,0
S050,S,0.5,28,4698,85.0,85.16666666666667,0.8597588475545247,425.4672265853733,442.06123962881975,16.594013043446466,150496.0,75248.0,14748608,0.0,0.0,0.0,0,0
S050,S,0.5,29,4866,85.66666666666667,85.33333333333333,0.8548673280080159,440.1190784170758,457.53851652215235,17.41943810507655,155872.0,77936.0,15275456,0.0,0.0,0.0,0,0
S050,S,0.5,30,5034,85.5,85.5,0.8535325066248576,455.2085120830452,473.08851843338925,17.880006350344047,161248.0,80624.0,15802304,0.0,0.0,0.0,0,0
S025,S,0.25,1,162,0.0,0.16666666666666666,6.864537734985351,15.637081853114069,15.637081853114069,0.0,5344.0,1336.0,261856,0.0,0.0,0.0,0,0
S025,S,0.25,2,330,34.0,19.166666666666668,3.169633051554362,30.016440231585875,30.016440231585875,0.0,10720.0,2680.0,525280,0.0,0.0,0.0,0,0
S025,S,0.25,3,498,51.666666666666664,59.166666666666664,2.106704018910726,44.71715637051966,44.71715637051966,0.0,16096.0,4024.0,788704,0.0,0.0,0.0,0,0
S025,S,0.25,4,666,59.833333333333336,71.66666666666667,1.627131175994873,58.58982515591197,58.58982515591197,0.0,21472.0,5368.0,1052128,0.0,0.0,0.0,0,0
S025,S,0.25,5,834,67.16666666666667,79.5,1.5540813573201497,73.80332927475683,73.80332927475683,0.0,26848.0,6712.0,1315552,0.0,0.0,0.0,0,0
S025,S,0.25,6,1002,71.16666666666667,80.83333333333333,1.3966839154561361,88.95379655458964,88.95379655458964,0.0,32224.0,8056.0,1578976,0.0,0.0,0.0,0,0
S025,S,0.25,7,1170,73.5,82.83333333333333,1.2067619450887044,103.46389147441369,103.46389147441369,0.0,37600.0,9400.0,1842400,0.0,0.0,0.0,0,0
S025,S,0.25,8,1338,72.66666666666667,83.83333333333333,1.176723232269287,118.36092625895981,118.36092625895981,0.0,42976.0,10744.0,2105824,0.0,0.0,0.0,0,0
S025,S,0.25,9,1506,75.33333333333333,84.5,1.0462976201375325,133.57487950637005,133.57487950637005,0.0,48352.0,12088.0,2369248,0.0,0.0,0.0,0,0
S025,S,0.25,10,1674,76.5,85.16666666666667,1.0389375845591227,148.1260101753287,148.1260101753287,0.0,53728.0,13432.0,2632672,0.0,0.0,0.0,0,0
S025,S,0.25,11,1842,81.16666666666667,86.0,0.9407393232981364,161.90729607956018,161.90729607956018,0.0,59104.0,14776.0,2896096,0.0,0.0,0.0,0,0
S025,S,0.25,12,2010,78.33333333333333,85.83333333333333,0.9725294240315755,176.86052245134488,176.86052245134488,0.0,64480.0,16120.0,3159520,0.0,0.0,0.0,0,0
S025,S,0.25,13,2178,78.0,86.16666666666667,1.0086746295293172,191.7835875588935,191.7835875588935,0.0,69856.0,17464.0,3422944,0.0,0.0,0.0,0,0
S025,S,0.25,14,2346,80.33333333333333,85.66666666666667,0.9461774126688639,206.31637395499274,206.31637395499274,0.0,75232.0,18808.0,3686368,0.0,0.0,0.0,0,0
S025,S,0.25,15,2514,79.83333333333333,85.5,0.9529585568110148,221.36198154720478,221.36198154720478,0.0,80608.0,20152.0,3949792,0.0,0.0,0.0,0,0
S025,S,0.25,16,2682,80.66666666666667,84.5,0.9210912577311198,236.2183398741763,236.2183398741763,0.0,85984.0,21496.0,4213216,0.0,0.0,0.0,0,0
S025,S,0.25,17,2850,81.33333333333333,85.16666666666667,0.9184357070922852,250.86693596094847,250.86693596094847,0.0,91360.0,22840.0,4476640,0.0,0.0,0.0,0,0
S025,S,0.25,18,3018,81.83333333333333,85.33333333333333,0.9131735293070475,266.0264262210112,266.0264262210112,0.0,96736.0,24184.0,4740064,0.0,0.0,0.0,0,0
S025,S,0.25,19,3186,82.83333333333333,84.33333333333333,0.9370684560139974,280.15134637767915,280.15134637767915,0.0,102112.0,25528.0,5003488,0.0,0.0,0.0,0,0
S025,S,0.25,20,3354,83.66666666666667,85.0,0.9082272609074911,295.82674396259245,295.82674396259245,0.0,107488.0,26872.0,5266912,0.0,0.0,0.0,0,0
S025,S,0.25,21,3522,85.33333333333333,85.16666666666667,0.8577263863881429,311.0464152417844,311.0464152417844,0.0,112864.0,28216.0,5530336,0.0,0.0,0.0,0,0
S025,S,0.25,22,3690,84.33333333333333,85.5,0.8792587773005167,325.38743453728966,325.38743453728966,0.0,118240.0,29560.0,5793760,0.0,0.0,0.0,0,0
S025,S,0.25,23,3858,85.0,85.0,0.8926328674952189,341.08726979093626,341.08726979093626,0.0,123616.0,30904.0,6057184,0.0,0.0,0.0,0,0
S025,S,0.25,24,4026,85.33333333333333,85.5,0.8848914909362793,356.93839666526765,356.93839666526765,0.0,128992.0,32248.0,6320608,0.0,0.0,0.0,0,0
S025,S,0.25,25,4194,86.33333333333333,86.0,0.8549584452311197,371.2963296347298,371.2963296347298,0.0,134368.0,33592.0,6584032,0.0,0.0,0.0,0,0
S025,S,0.25,26,4362,85.83333333333333,86.5,0.8638082647323608,386.13100485282484,386.13100485282484,0.0,139744.0,34936.0,6847456,0.0,0.0,0.0,0,0
S025,S,0.25,27,4530,86.83333333333333,86.33333333333333,0.8572887420654297,400.32147252897266,400.32147252897266,0.0,145120.0,36280.0,7110880,0.0,0.0,0.0,0,0
S025,S,0.25,28,4698,86.83333333333333,86.83333333333333,0.858510955174764,415.9488390046172,415.9488390046172,0.0,150496.0,37624.0,7374304,0.0,0.0,0.0,0,0
S025,S,0.25,29,4866,87.0,87.0,0.8550055853525798,430.59744136815425,430.59744136815425,0.0,155872.0,38968.0,7637728,0.0,0.0,0.0,0,0
S025,S,0.25,30,5034,87.16666666666667,87.0,0.8543739875157674,446.1981083507417,446.1981083507417,0.0,161248.0,40312.0,7901152,0.0,0.0,0.0,0,0
T085,T,0.85,1,161,0.0,0.0,6.66528060913086,12.418933458859101,12.830851436359808,0.4119179775007069,5344.0,5344.0,887104,0.0,0.0,0.0,0,0
T085,T,0.85,2,329,69.33333333333333,56.666666666666664,1.1978712622324625,24.811630955082364,25.78564398328308,0.9740130282007158,10720.0,10720.0,1779520,0.0,0.0,0.0,0,0
T085,T,0.85,3,497,79.16666666666667,84.16666666666667,0.8913771120707193,36.21489851421211,37.92501869297121,1.710120178759098,16096.0,16096.0,2671936,0.0,0.0,0.0,0,0
T085,T,0.85,4,665,79.0,85.83333333333333,0.9455798021952311,47.688064771471545,49.92990935686976,2.241844585398212,21472.0,21472.0,3564352,0.0,0.0,0.0,0,0
T085,T,0.85,5,833,79.66666666666667,86.0,0.896357250213623,58.924016556469724,61.74109979253262,2.8170832360628992,26848.0,26848.0,4456768,0.0,0.0,0.0,0,0
T085,T,0.85,6,1001,82.83333333333333,86.0,0.8417652352650961,70.45418239885475,73.83768472424708,3.383502325392328,32224.0,32224.0,5349184,0.0,0.0,0.0,0,0
T085,T,0.85,7,1169,82.33333333333333,85.66666666666667,0.9295205243428548,82.63758747291286,86.65499751840252,4.017410045489669,37600.0,37600.0,6241600,0.0,0.0,0.0,0,0
T085,T,0.85,8,1337,82.0,87.0,0.8319578917821249,94.42424789106008,99.04947171162348,4.625223820563406,42976.0,42976.0,7134016,0.0,0.0,0.0,0,0
T085,T,0.85,9,1505,82.66666666666667,85.83333333333333,0.9638916333516439,105.98257122223731,111.14919378212653,5.16662255988922,48352.0,48352.0,8026432,0.0,0.0,0.0,0,0
T085,T,0.85,10,1673,82.5,86.16666666666667,0.8690976413091024,117.78533241676632,123.51095101435203,5.725618597585708,53728.0,53728.0,8918848,0.0,0.0,0.0,0,0
T085,T,0.85,11,1841,82.83333333333333,86.66666666666667,0.8716666762034099,129.51366623782087,135.83998529508244,6.326319057261571,59104.0,59104.0,9811264,0.0,0.0,0.0,0,0
T085,T,0.85,12,2009,82.66666666666667,85.83333333333333,0.8713899230957032,141.35559905937407,148.27926875534467,6.923669695970602,64480.0,64480.0,10703680,0.0,0.0,0.0,0,0
T085,T,0.85,13,2177,83.33333333333333,86.0,0.8742416381835938,153.25525555200875,160.73325586796273,7.478000315953977,69856.0,69856.0,11596096,0.0,0.0,0.0,0,0
T085,T,0.85,14,2345,84.0,86.33333333333333,0.813863976796468,164.53908315883018,172.63510478602257,8.096021627192385,75232.0,75232.0,12488512,0.0,0.0,0.0,0,0
T085,T,0.85,15,2513,84.33333333333333,85.83333333333333,0.8208460934956868,176.42976298485883,185.07770460715983,8.647941622301005,80608.0,80608.0,13380928,0.0,0.0,0.0,0,0
T085,T,0.85,16,2681,84.66666666666667,86.66666666666667,0.8613101704915365,188.33466853143182,197.62818573636468,9.293517204932868,85984.0,85984.0,14273344,0.0,0.0,0.0,0,0
T085,T,0.85,17,2849,86.16666666666667,86.83333333333333,0.8967169825236002,200.4423082676949,210.23031779751182,9.788009529816918,91360.0,91360.0,15165760,0.0,0.0,0.0,0,0
T085,T,0.85,18,3017,84.33333333333333,86.16666666666667,0.896522003809611,212.12222928123083,222.6109080929309,10.488678811700083,96736.0,96736.0,16058176,0.0,0.0,0.0,0,0
T085,T,0.85,19,3185,84.66666666666667,86.0,0.8475503476460775,223.90407304826658,234.92698176507838,11.022908716811799,102112.0,102112.0,16950592,0.0,0.0,0.0,0,0
T085,T,0.85,20,3353,85.83333333333333,85.5,0.837668399810791,235.61623662349302,247.2307449732907,11.614508349797688,107488.0,107488.0,17843008,0.0,0.0,0.0,0,0
T085,T,0.85,21,3521,84.66666666666667,85.83333333333333,0.8970732180277506,247.39709198765922,259.7186491325265,12.321557144867256,112864.0,112864.0,18735424,0.0,0.0,0.0,0,0
T085,T,0.85,22,3689,86.0,85.83333333333333,0.9120214207967122,259.2396730185719,272.28328654554207,13.043613526970148,118240.0,118240.0,19627840,0.0,0.0,0.0,0,0
T085,T,0.85,23,3857,85.33333333333333,85.66666666666667,0.896304121017456,272.1595565020107,285.7639232345391,13.604366732528433,123616.0,123616.0,20520256,0.0,0.0,0.0,0,0
T085,T,0.85,24,4025,85.83333333333333,86.16666666666667,0.86990922609965,283.99762456305325,298.3012008591322,14.303576296078973,128992.0,128992.0,21412672,0.0,0.0,0.0,0,0
T085,T,0.85,25,4193,86.83333333333333,86.33333333333333,0.862256072362264,295.9818942466518,311.0847474405309,15.102853193879128,134368.0,134368.0,22305088,0.0,0.0,0.0,0,0
T085,T,0.85,26,4361,86.0,86.0,0.872734858194987,307.69326666160487,323.2806842175778,15.587417555972934,139744.0,139744.0,23197504,0.0,0.0,0.0,0,0
T085,T,0.85,27,4529,86.16666666666667,86.33333333333333,0.8566957314809164,319.67037847230677,335.82130829023663,16.150929817929864,145120.0,145120.0,24089920,0.0,0.0,0.0,0,0
T085,T,0.85,28,4697,86.5,86.16666666666667,0.853118953704834,332.1740866381442,348.82674524909817,16.65265861095395,150496.0,150496.0,24982336,0.0,0.0,0.0,0,0
T085,T,0.85,29,4865,86.33333333333333,86.33333333333333,0.8588613669077555,344.1520216931822,361.4206253119046,17.26860361872241,155872.0,155872.0,25874752,0.0,0.0,0.0,0,0
T085,T,0.85,30,5033,86.16666666666667,86.66666666666667,0.8586659971872965,355.76423045026604,373.6586042866111,17.89437383634504,161248.0,161248.0,26767168,0.0,0.0,0.0,0,0
T070,T,0.7,1,162,0.0,0.0,6.678639399210612,12.238921901560389,12.72142848011572,0.48250657855533063,5344.0,5344.0,732128,0.0,0.0,0.0,0,0
T070,T,0.7,2,329,70.16666666666667,57.5,1.1992017110188802,24.01332602580078,25.07718820217997,1.063862176379189,10720.0,10720.0,1468640,0.0,0.0,0.0,0,0
T070,T,0.7,3,497,78.66666666666667,83.33333333333333,0.9813527170817057,35.56803992961068,37.41815328865778,1.8501133590471,16096.0,16096.0,2205152,0.0,0.0,0.0,0,0
