stage,run_id,axis,ratio_or_density,start_update,end_update,raw_top1_gain,ema_top1_gain,val_loss_reduction,train_compute_seconds,data_wait_seconds,train_system_seconds,forward_seconds,backward_seconds,optimizer_seconds,peak_memory_allocated,peak_memory_reserved,source_folder
middle,P005,P,0.005,2514,2714,1.6666666666666572,1.1666666666666572,-0.045238102277119996,26.679705683607608,1.0345914798090234,27.71429716341663,3.434019824981688,7.4732118072509754,14.798947433471689,4263004160,4766826496,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/P005
middle,P0025,P,0.0025,2514,2714,1.8333333333333286,1.1666666666666572,-0.03701528708140056,27.844199982704595,1.1209832542808726,28.965183236985467,3.473946083068848,7.920633523941041,15.53662219238282,4252733440,4754243584,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/P0025
late,FULL,full,1.0,4194,4394,0.8333333333333286,0.8333333333333286,-0.004330059687296495,13.807254833402112,0.8298449619906023,14.637099795392714,3.9583616161346433,6.7561497459411655,2.127239337921142,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/FULL
late,S075,S,0.75,4194,4394,0.5,0.8333333333333286,-0.0050529066721598515,17.280521997599863,0.9389630997320637,18.219485097331926,3.054877951622011,6.998335048675535,1.7262261443138105,4132118528,4483710976,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/S075
late,S050,S,0.5,4194,4394,0.6666666666666714,0.6666666666666572,0.012175496419270848,17.427676893072203,0.9212527817580849,18.348929674830288,3.0478865947723377,7.315007484436033,1.6958581800460806,3301537280,3661627392,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/S050
late,S025,S,0.25,4194,4394,0.1666666666666714,0.1666666666666572,-0.022225513458251966,17.836972817895003,0.8526157533051446,18.689588571200147,3.2759041881561277,7.160842569351191,1.8703954823017115,2468701696,2690646016,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/S025
late,T070,T,0.7,4194,4394,0.6666666666666714,0.5,-0.01484218279520666,14.343005109229125,0.8521433286368847,15.19514843786601,4.041904825210571,7.118862476348879,2.0916308164596566,4171608064,4697620480,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/T070
late,T040,T,0.4,4194,4394,-0.3333333333333286,0.3333333333333286,-0.02295352617899571,13.625291835167445,1.0280156054068357,14.653307440574281,3.9358252449035667,6.627901004791255,2.074726395130158,3471575552,4047503360,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/T040
late,P020,P,0.02,4194,4394,0.6666666666666714,0.5,-0.015634044011433867,25.45273222459946,0.9675324213458225,26.42026464594528,3.377639579772949,6.981618003845218,14.301720645904538,4324524032,4838129664,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/P020
late,P005,P,0.005,4194,4394,0.6666666666666714,0.6666666666666572,-0.015396172205607073,25.171595724648796,0.957707988913171,26.129303713561967,3.3493804092407236,7.383264225006103,13.522419563293456,4263004160,4766826496,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/P005
late,P0025,P,0.0025,4194,4394,0.5,0.6666666666666572,-0.01607788403828936,28.00443695753347,1.0648155366070569,29.069252494140528,3.495865758895875,8.403052673339841,15.240645481109619,4252733440,4754243584,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/P0025
