stage,run_id,axis,ratio_or_density,start_update,end_update,raw_top1_gain,ema_top1_gain,val_loss_reduction,train_compute_seconds,data_wait_seconds,train_system_seconds,forward_seconds,backward_seconds,optimizer_seconds,peak_memory_allocated,peak_memory_reserved,source_folder,preferred_by
early,FULL,full,1.0,834,1034,0.8333333333333286,-0.3333333333333286,0.09773590087890627,13.931970109813847,1.2466736793285236,15.17864378914237,3.942253362655639,6.842981716156008,2.1322009935379027,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/FULL,val_loss_reduction_per_compute
early,FULL,full,1.0,834,1034,0.8333333333333286,-0.3333333333333286,0.09773590087890627,13.931970109813847,1.2466736793285236,15.17864378914237,3.942253362655639,6.842981716156008,2.1322009935379027,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/FULL,val_loss_reduction_per_compute
early,FULL,full,1.0,834,1034,0.8333333333333286,-0.3333333333333286,0.09773590087890627,13.931970109813847,1.2466736793285236,15.17864378914237,3.942253362655639,6.842981716156008,2.1322009935379027,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/early/FULL,val_loss_reduction_per_compute
middle,S075,S,0.75,2514,2714,0.3333333333333286,1.0,-0.05208299001057948,16.908213581540622,0.9330149916931987,17.84122857323382,2.965821574211119,6.800172897338867,1.662946499824525,4132118528,4483710976,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/S075,val_loss_reduction_per_compute
middle,FULL,full,1.0,2514,2714,-0.1666666666666714,0.8333333333333286,-0.05217363198598235,13.658797440351918,0.9663119085598737,14.625109348911792,3.8543876838684072,6.771923503875732,2.0882894401550285,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/FULL,val_loss_reduction_per_compute
middle,P020,P,0.02,2514,2714,1.1666666666666572,1.3333333333333286,-0.033509446779886876,26.324514581472613,1.213051559170708,27.53756614064332,3.4046536064147923,7.492310461044312,14.571805076599126,4324524032,4838129664,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/middle/P020,val_loss_reduction_per_compute
late,S050,S,0.5,4194,4394,0.6666666666666714,0.6666666666666572,0.012175496419270848,17.427676893072203,0.9212527817580849,18.348929674830288,3.0478865947723377,7.315007484436033,1.6958581800460806,3301537280,3661627392,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/S050,val_loss_reduction_per_compute
late,FULL,full,1.0,4194,4394,0.8333333333333286,0.8333333333333286,-0.004330059687296495,13.807254833402112,0.8298449619906023,14.637099795392714,3.9583616161346433,6.7561497459411655,2.127239337921142,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/FULL,val_loss_reduction_per_compute
late,FULL,full,1.0,4194,4394,0.8333333333333286,0.8333333333333286,-0.004330059687296495,13.807254833402112,0.8298449619906023,14.637099795392714,3.9583616161346433,6.7561497459411655,2.127239337921142,4926599680,5509218304,/home/pc/data/PEFT-method/STPFT/result/a1_complete_a2_cub_seed42_20260909_1912/03_a1_stage/probes/late/FULL,val_loss_reduction_per_compute
